tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,-0.6201052582572258,-14.634178097744169,0.5150544141493958,0.01,0.01,0.0
blue,4.271434271482586,-11.865500996407201,0.6779698221883718,0.01,0.01,0.0
blue,8.008752505275007,-7.685280456664754,1.0316457625380877,0.01,0.01,0.0
blue,9.920202316131636,-2.423751355300807,1.476806044838781,0.01,0.01,0.0
blue,9.021938816588635,3.062649831882441,2.0684668711937717,0.01,0.01,0.0
blue,4.9541029560292476,6.717178235848863,2.4096643191504645,0.01,0.01,0.0
yellow,0.6201052582572285,-17.36582190225583,0.5029418999096102,0.01,0.01,0.0
yellow,5.706452782249342,-14.567676917256433,0.6460649144618092,0.01,0.01,0.0
yellow,9.790464229760325,-10.45124585271652,0.9501452306725569,0.01,0.01,0.0
yellow,12.359021387542501,-5.26198477372479,1.2962088459572718,0.01,0.01,0.0
yellow,12.873605441698045,0.4933938482399887,1.7022628970047704,0.01,0.01,0.0
yellow,10.882681145721866,5.90302090837662,2.2056894489140806,0.01,0.01,0.0
yellow,6.322208493401652,9.387063484059162,2.489213539295794,0.01,0.01,0.0
car_start,-7.284383478697765,-19.307228044038546,0.42618876982691123,0.0,0.0,0.0
