tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,1.0204759070558078,1.099376606590584,-0.4898021419567022,0.01,0.01,0.0
blue,5.8458910847693755,-1.4732164056330466,-0.14860469400000925,0.01,0.01,0.0
blue,11.308646005894435,-0.44084826729239796,0.4430561323549816,0.01,0.01,0.0
blue,15.599111738227435,3.15487595233287,0.888216414655675,0.01,0.01,0.0
blue,18.248996014705785,8.096525946291852,1.2418923550053904,0.01,0.01,0.0
blue,19.17769640512627,13.640012885692693,1.4048077630443665,0.01,0.01,0.0
yellow,-1.020475907055807,-1.099376606590584,-0.5693513621020309,0.01,0.01,0.0
yellow,3.8132267019963626,-4.1932063641841495,-0.28582727172031736,0.01,0.01,0.0
yellow,9.577549544670847,-4.213861811209995,0.21759928018899244,0.01,0.01,0.0
yellow,14.809838253604735,-1.7618555515680518,0.623653331236491,0.01,0.01,0.0
yellow,18.807650309619948,2.42663047365775,0.9697169465212062,0.01,0.01,0.0
yellow,21.279016024320605,7.672248236773173,1.273797262731953,0.01,0.01,0.0
yellow,22.1687789094537,13.408873420636732,1.416920277284151,0.01,0.01,0.0
car_start,-5.863341901816447,5.442538170964306,-0.7481954358416432,0.0,0.0,0.0
